问题id,问题,SQL,SQL结果,预测SQL,SQL正确,预测SQL结果,结果正确
193,"我想了解南方益和灵活配置混合基金,在2019年一季度的季报第6大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。","WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = (
        SELECT 股票代码
        FROM 基金股票持仓明细
        WHERE 基金简称 = '南方益和灵活配置混合'
        AND 持仓日期 = '20190331'
        AND 报告类型 = '季报'
        AND 第N大重仓股 = 6
        LIMIT 1
    )
    AND 交易日 BETWEEN '20190101' AND '20190331'
),
t2 AS (
    SELECT [昨收盘(元)] AS 期初价
    FROM t1
    ORDER BY 交易日 ASC
    LIMIT 1
),
t3 AS (
    SELECT [收盘价(元)] AS 期末价
    FROM t1
    ORDER BY 交易日 DESC
    LIMIT 1
)
SELECT ROUND((t3.期末价 / t2.期初价 - 1) * 100, 2) AS 涨跌幅
FROM t2 JOIN t3
LIMIT 1;",[{'涨跌幅': 37.81}],"WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = (
        SELECT 股票代码
        FROM 基金股票持仓明细
        WHERE 基金简称 = '南方益和灵活配置混合'
        AND 持仓日期 = '20190331'
        AND 报告类型 = '季报'
        AND 第N大重仓股 = 6
        LIMIT 1
    )
    AND 交易日 BETWEEN '20190101' AND '20190331'
),
t2 AS (
    SELECT [昨收盘(元)] AS 期初价
    FROM t1
    ORDER BY 交易日 ASC
    LIMIT 1
),
t3 AS (
    SELECT [收盘价(元)] AS 期末价
    FROM t1
    ORDER BY 交易日 DESC
    LIMIT 1
)
SELECT ROUND((t3.期末价 / t2.期初价 - 1) * 100, 2) AS 涨跌幅
FROM t2 JOIN t3
LIMIT 1;",True,[{'涨跌幅': 37.81}],True
195,国寿安保泰弘纯债债券基金在20210930的季报里，前三大持仓占比的债券名称是什么?,"SELECT 债券名称
FROM 基金债券持仓明细
WHERE 基金简称 = '国寿安保泰弘纯债债券'
AND 持仓日期 = '20210930'
AND 报告类型 = '季报'
ORDER BY 第N大重仓股 ASC
LIMIT 3;","[{'债券名称': '19国泰君安金融债01'}, {'债券名称': '18中信银行二级01'}, {'债券名称': '17国开06'}]","SELECT 债券名称
FROM 基金债券持仓明细
WHERE 基金简称 = '国寿安保泰弘纯债债券'
AND 持仓日期 = '20210930'
AND 报告类型 = '季报'
ORDER BY 第N大重仓股 ASC
LIMIT 3;",True,"[{'债券名称': '19国泰君安金融债01'}, {'债券名称': '18中信银行二级01'}, {'债券名称': '17国开06'}]",True
196,"请查询：2020年12月年报(含半年报),持有20平安银行CD073且是前10大重仓股的基金有几个？","SELECT COUNT(*) AS 数量
FROM 基金债券持仓明细
WHERE 持仓日期 = '20201231'
AND 报告类型 = '年报(含半年报)'
AND 债券名称 = '20平安银行CD073'
AND 第N大重仓股 <= 10
LIMIT 1;",[{'数量': 2}],"SELECT COUNT(*) AS 数量
FROM 基金债券持仓明细
WHERE 持仓日期 = '20201231'
AND 报告类型 = '年报(含半年报)'
AND 债券名称 = '20平安银行CD073'
AND 第N大重仓股 <= 10
LIMIT 1;",True,[{'数量': 2}],True
198,"我想了解一下东方阿尔法基金管理有限公司2020年成立的混合型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。","SELECT ROUND(AVG(管理费率), 2) AS 平均管理费率
FROM 基金基本信息
WHERE 管理人 = '东方阿尔法基金管理有限公司'
AND 成立日期 LIKE '2020%'
AND 基金类型 = '混合型'
LIMIT 1;",[{'平均管理费率': 1.2}],"SELECT ROUND(AVG(管理费率), 2) AS 平均管理费率
FROM 基金基本信息
WHERE 管理人 = '东方阿尔法基金管理有限公司'
AND 成立日期 LIKE '2020%'
AND 基金类型 = '混合型'
LIMIT 1;",True,[{'平均管理费率': 1.2}],True
201,查询下基金代码005137的基金，它的托管人是？,"SELECT 托管人
FROM 基金基本信息
WHERE 基金代码 = '005137'
LIMIT 1;",[{'托管人': '招商银行股份有限公司'}],"SELECT 托管人
FROM 基金基本信息
WHERE 基金代码 = '005137'
LIMIT 1;",True,[{'托管人': '招商银行股份有限公司'}],True
203,20210106日，请给出汇安宜创量化精选混合C基金的管理人和累计单位净值。,"SELECT t1.管理人, t2.累计单位净值
FROM 基金基本信息 t1 JOIN 基金日行情表 t2
ON t1.基金代码 = t2.基金代码
AND t1.基金简称 = '汇安宜创量化精选混合C'
AND t2.交易日期 = '20210106'
LIMIT 1;","[{'管理人': '汇安基金管理有限责任公司', '累计单位净值': 1.5558}]","SELECT t1.管理人, ROUND(t1.累计单位净值, 2) AS 累计单位净值
FROM 基金基本信息 t1 JOIN 基金日行情表 t2
ON t1.基金代码 = t2.基金代码
AND t1.基金简称 = '汇安宜创量化精选混合C'
AND t2.交易日期 = '20210106'
LIMIT 1;",False,,False
204,请帮我计算，在20210715，中信行业分类划分的一级行业为消费者服务行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,"SELECT t1.股票代码, ROUND((t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) * 100, 2) AS 涨跌幅
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20210715'
AND t2.行业划分标准 = '中信行业分类'
AND t2.一级行业名称 = '消费者服务'
ORDER BY 涨跌幅 DESC
LIMIT 1;","[{'股票代码': '300178', '涨跌幅': 4.62}]","SELECT t1.股票代码, ROUND((t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) * 100, 2) AS 涨跌幅
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20210715'
AND t2.行业划分标准 = '中信行业分类'
AND t2.一级行业名称 = '消费者服务'
ORDER BY 涨跌幅 DESC
LIMIT 1;",True,"[{'股票代码': '300178', '涨跌幅': 4.62}]",True
205,"在20201231的年报(含半年报)中，泰康长江经济带债券C基金的债券持仓,其持有最大仓位的债券类型是什么?","SELECT 债券类型
FROM 基金债券持仓明细
WHERE 持仓日期 = '20201231'
AND 报告类型 = '年报(含半年报)'
AND 基金简称 = '泰康长江经济带债券C'
GROUP BY 债券类型
ORDER BY SUM(持债市值) DESC
LIMIT 1;",[{'债券类型': '中期票据'}],"SELECT 债券类型
FROM 基金债券持仓明细
WHERE 持仓日期 = '20201231'
AND 报告类型 = '年报(含半年报)'
AND 基金简称 = '泰康长江经济带债券C'
GROUP BY 债券类型
ORDER BY SUM(持债市值) DESC
LIMIT 1;",True,[{'债券类型': '中期票据'}],True
210,我想知道股票300819在申万行业分类下的二级行业是什么？用最新的数据。,"SELECT 二级行业名称
FROM A股公司行业划分表
WHERE 股票代码 = '300819'
AND 行业划分标准 = '申万行业分类'
ORDER BY 交易日期 DESC
LIMIT 1;",[{'二级行业名称': '纺织制造'}],"SELECT 二级行业名称
FROM A股公司行业划分表
WHERE 股票代码 = '300819'
AND 行业划分标准 = '申万行业分类'
ORDER BY 交易日期 DESC
LIMIT 1;",True,[{'二级行业名称': '纺织制造'}],True
211,股票002215在20190228日期中的收盘价是多少?（小数点保留3位）,"SELECT ROUND([收盘价(元)], 3) AS 收盘价
FROM A股票日行情表
WHERE 股票代码 = '002215'
AND 交易日 = '20190228'
LIMIT 1;",[{'收盘价': 6.24}],"SELECT ROUND([收盘价(元)], 3) AS 收盘价
FROM A股票日行情表
WHERE 股票代码 = '002215'
AND 交易日 = '20190228'
LIMIT 1;",True,[{'收盘价': 6.24}],True
212,请问股票代码为002164的股票在2019年内日成交量低于该股票当年平均日成交量的有多少个交易日？,"WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = '002164'
    AND 交易日 LIKE '2019%'
)
SELECT COUNT(*) AS 天数
FROM t1
WHERE [成交量(股)] < (
    SELECT AVG([成交量(股)])
    FROM t1
    LIMIT 1
)
LIMIT 1;",[{'天数': 173}],"WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = '002164'
    AND 交易日 LIKE '2019%'
)
SELECT COUNT(*) AS 天数
FROM t1
WHERE [成交量(股)] < (
    SELECT AVG([成交量(股)])
    FROM t1
    LIMIT 1
)
LIMIT 1;",True,[{'天数': 173}],True
213,平安惠添纯债债券基金在20190930的季报里，前三大持仓占比的债券名称是什么?,"SELECT 债券名称
FROM 基金债券持仓明细
WHERE 基金简称 = '平安惠添纯债债券'
AND 持仓日期 = '20190930'
AND 报告类型 = '季报'
ORDER BY 第N大重仓股 ASC
LIMIT 3;","[{'债券名称': '19进出04'}, {'债券名称': '国开1801'}, {'债券名称': '17铜官管廊债'}]","SELECT 债券名称
FROM 基金债券持仓明细
WHERE 持仓日期 = '20190930'
AND 报告类型 = '季报'
ORDER BY 第N大重仓股 ASC
LIMIT 3;",False,"[{'债券名称': '16进出02'}, {'债券名称': '18远洋集团MTN002'}, {'债券名称': '18远洋集团MTN002'}]",False
214,帮我查询在2020年12月31日，代码为011131的基金前20大重仓股票中属于中信二级生物医药Ⅱ行业的平均市值是多少？小数点后保留不超过3位。,"SELECT ROUND(AVG(市值), 3) AS 平均市值
FROM 基金股票持仓明细 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.持仓日期 = t2.交易日期
AND t1.持仓日期 = '20201231'
AND t1.基金代码 = '011131'
AND t1.第N大重仓股 <= 20
AND t2.行业划分标准 = '中信行业分类'
AND t2.二级行业名称 = '生物医药Ⅱ'
LIMIT 1;",[{'平均市值': 117079147.5}],"SELECT ROUND(AVG(市值), 3) AS 平均市值
FROM 基金股票持仓明细 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.持仓日期 = t2.交易日期
AND t1.持仓日期 = '20201231'
AND t1.基金代码 = '011131'
AND t1.第N大重仓股 <= 20
AND t2.行业划分标准 = '中信行业分类'
AND t2.二级行业名称 = '生物医药Ⅱ'
LIMIT 1;",True,[{'平均市值': 117079147.5}],True
216,在2019年11月16日，使用中信行业分类标准，股票代码003004是属于哪个一级行业的?,"SELECT 一级行业名称
FROM A股公司行业划分表
WHERE 交易日期 = '20191116'
AND 行业划分标准 = '中信行业分类'
AND 股票代码 = '003004'
LIMIT 1;",[{'一级行业名称': '电子'}],"SELECT 一级行业名称
FROM A股公司行业划分表
WHERE 交易日期 = '20191116'
AND 行业划分标准 = '中信行业分类'
AND 股票代码 = '003004'
LIMIT 1;",True,[{'一级行业名称': '电子'}],True
218,"我想了解一下红塔红土基金管理有限公司2019年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。","SELECT ROUND(AVG(管理费率), 2) AS 平均管理费率
FROM 基金基本信息
WHERE 管理人 = '红塔红土基金管理有限公司'
AND 成立日期 LIKE '2019%'
AND 基金类型 = '债券型'
LIMIT 1;",[{'平均管理费率': 0.3}],"SELECT ROUND(AVG(管理费率), 2) AS 平均管理费率
FROM 基金基本信息
WHERE 基金类型 = '债券型'
AND 成立日期 LIKE '2019%'
LIMIT 1;",False,[{'平均管理费率': 0.31}],False
219,我想知道股票000809在申万行业分类下的二级行业是什么？用最新的数据。,"SELECT 二级行业名称
FROM A股公司行业划分表
WHERE 股票代码 = '000809'
AND 行业划分标准 = '申万行业分类'
ORDER BY 交易日期 DESC
LIMIT 1;",[{'二级行业名称': '房地产开发'}],"SELECT 二级行业名称
FROM A股公司行业划分表
WHERE 股票代码 = '000809'
AND 行业划分标准 = '申万行业分类'
ORDER BY 交易日期 DESC
LIMIT 1;",True,[{'二级行业名称': '房地产开发'}],True
221,请帮我计算，代码为603108的股票，2020年一年持有的年化收益率有多少？百分数请保留两位小数。年化收益率定义为：（（有记录的一年的最终收盘价-有记录的一年的年初当天开盘价）/有记录的一年的当天开盘价）* 100%。,"WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = '603108'
    AND 交易日 LIKE '2020%'
),
t2 AS (
    SELECT [今开盘(元)] AS 期初价
    FROM t1
    ORDER BY 交易日 ASC
    LIMIT 1
),
t3 AS (
    SELECT [收盘价(元)] AS 期末价
    FROM t1
    ORDER BY 交易日 DESC
    LIMIT 1
)
SELECT ROUND((t3.期末价 / t2.期初价 - 1) * 100, 2) AS 年化收益率
FROM t2 JOIN t3
LIMIT 1;",[{'年化收益率': 11.8}],"WITH t1 AS (
    SELECT *
    FROM A股票日行情表
    WHERE 股票代码 = '603108'
    AND 交易日 LIKE '2020%'
),
t2 AS (
    SELECT [今开盘(元)] AS 期初价
    FROM t1
    ORDER BY 交易日 ASC
    LIMIT 1
),
t3 AS (
    SELECT [收盘价(元)] AS 期末价
    FROM t1
    ORDER BY 交易日 DESC
    LIMIT 1
)
SELECT ROUND((t3.期末价 / t2.期初价 - 1) * 100, 2) AS 年化收益率
FROM t2 JOIN t3
LIMIT 1;",True,[{'年化收益率': 11.8}],True
223,"我想了解一下西部利得基金管理有限公司2020年成立的债券型基金,其管理费率的平均值是多少?请四舍五入保留小数点两位。","SELECT ROUND(AVG(管理费率), 2) AS 平均管理费率
FROM 基金基本信息
WHERE 管理人 = '西部利得基金管理有限公司'
AND 成立日期 LIKE '2020%'
AND 基金类型 = '债券型'
LIMIT 1;",[{'平均管理费率': 0.44}],"SELECT ROUND(AVG(管理费率), 2) AS 平均管理费率
FROM 基金基本信息
WHERE 基金代码 IN (
    SELECT 基金代码
    FROM 基金规模变动表
    WHERE 基金代码 IN (
        SELECT 基金代码
        FROM 基金基本信息
        WHERE 管理人 = '西部利得基金管理有限公司'
    )
    AND 成立日期 LIKE '2020%'
)
LIMIT 1;",False,[{'平均管理费率': 0.76}],False
224,在2020年5月2日，使用中信行业分类标准，股票代码600483是属于哪个一级行业的?,"SELECT 一级行业名称
FROM A股公司行业划分表
WHERE 交易日期 = '20200502'
AND 行业划分标准 = '中信行业分类'
AND 股票代码 = '600483'
LIMIT 1;",[{'一级行业名称': '电力设备及新能源'}],"SELECT 一级行业名称
FROM A股公司行业划分表
WHERE 交易日期 = '20200502'
AND 行业划分标准 = '中信行业分类'
AND 股票代码 = '600483'
LIMIT 1;",True,[{'一级行业名称': '电力设备及新能源'}],True
225,请帮我查询出20200713日，公用事业一级行业涨幅超过5%（不包含）的股票数量。,"SELECT COUNT(DISTINCT(t1.股票代码)) AS 数量
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20200713'
AND t2.一级行业名称 = '公用事业'
AND (t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) * 100 > 5
LIMIT 1;",[{'数量': 30}],"SELECT COUNT(DISTINCT(t1.股票代码)) AS 数量
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20200713'
AND t2.一级行业名称 = '公用事业'
AND (t1.[收盘价(元)] / t1.[昨收盘(元)] - 1) * 100 > 5
LIMIT 1;",True,[{'数量': 30}],True
227,20201231日，轻工制造一级行业有多少只A股股票？,"SELECT COUNT(*) AS 数量
FROM A股公司行业划分表
WHERE 交易日期 = '20201231'
AND 一级行业名称 = '轻工制造'
LIMIT 1;",[{'数量': 310}],"SELECT COUNT(*) AS 数量
FROM A股公司行业划分表
WHERE 交易日期 = '20201231'
AND 一级行业名称 = '轻工制造'
LIMIT 1;",True,[{'数量': 310}],True
228,20200204日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,"SELECT COUNT(*) AS 数量
FROM A股票日行情表 t1 JOIN A股票日行情表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = '20200204'
AND t2.交易日 = (
    SELECT MAX(交易日)
    FROM A股票日行情表
    WHERE 交易日 < '20200204'
    LIMIT 1
)
AND t1.[今开盘(元)] > t2.[最高价(元)]
LIMIT 1;",[{'数量': 125}],"SELECT COUNT(*) AS 数量
FROM A股票日行情表 t1 JOIN A股票日行情表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = '20200204'
AND t2.交易日 = (
    SELECT MAX(交易日)
    FROM A股票日行情表
    WHERE 交易日 < '20200204'
    LIMIT 1
)
AND t1.[今开盘(元)] > t2.[最高价(元)]
LIMIT 1;",True,[{'数量': 125}],True
229,请帮我查询下，在2019年Q4季报报告中，007837基金的第一大重仓可转债同期还有多少只基金也进行了持仓？,"WITH t1 AS (
    SELECT *
    FROM 基金可转债持仓明细
    WHERE 持仓日期 = '20191231'
    AND 报告类型 = '季报'
)
SELECT COUNT(基金代码) AS 数量
FROM t1
WHERE 对应股票代码 = (
    SELECT 对应股票代码
    FROM t1
    WHERE 基金代码 = '007837'
    AND 第N大重仓股 = 1
    LIMIT 1
)
AND 基金代码 != '007837'
LIMIT 1;",[{'数量': 7}],"WITH t1 AS (
    SELECT *
    FROM 基金可转债持仓明细
    WHERE 持仓日期 = '20191231'
    AND 报告类型 = '季报'
)
SELECT COUNT(基金代码) AS 数量
FROM t1
WHERE 对应股票代码 = (
    SELECT 对应股票代码
    FROM t1
    WHERE 基金代码 = '007837'
    AND 第N大重仓股 = 1
    LIMIT 1
)
AND 基金代码 != '007837'
LIMIT 1;",True,[{'数量': 7}],True
232,20200706日，一级行业为机械的股票的成交金额合计是多少？取整。,"SELECT CAST(SUM([成交金额(元)]) AS INTEGER) AS 成交金额合计
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20200706'
AND t2.一级行业名称 = '机械'
LIMIT 1;",[{'成交金额合计': 63639494351}],"SELECT CAST(SUM([成交金额(元)]) AS INTEGER) AS 成交金额合计
FROM A股票日行情表 t1 JOIN A股公司行业划分表 t2
ON t1.股票代码 = t2.股票代码
AND t1.交易日 = t2.交易日期
AND t1.交易日 = '20200706'
AND t2.一级行业名称 = '机械'
LIMIT 1;",True,[{'成交金额合计': 63639494351}],True
