问题id,问题,FA,SQL结果
392,"我想了解易方达稳健收益债券C基金,在2021年二季度的季报第5大重股。该持仓股票当个季度的涨跌幅?请四舍五入保留百分比到小数点两位。",在2021年二季度的季报中，易方达稳健收益债券C基金的第5大重仓股的简称是三安光电，股票代码代码为600703。该股票当季度涨跌幅为37.67%。,"[('600703', '三安光电', 37.67)]"
393,我想知道兴全安泰平衡养老目标三年持有期混合(FOF)A基金在20190331的季报中，其可转债持仓占比最大的是哪个行业？用申万一级行业来统计。,用申万一级行业统计，兴全安泰平衡养老目标三年持有期混合(FOF)A基金在20190331的季报中，其可转债持仓占比最大的是电气设备行业。,"[('电气设备',)]"
394,我想知道东方红品质优选两年定期开放混合基金，在2021年半年度报告中，前10大重仓股中，有多少只股票在报告期内取得正收益。,在2021年半年度报告中，东方红品质优选两年定期开放混合基金的前10大重仓股中有4只股票在报告期内取得正收益。,"[(4,)]"
395,我想知道在2021年，摩根基金管理(中国)有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2021年，摩根基金管理(中国)有限公司已发行的基金中，有7只基金报告期期初基金总份额小于报告期期末基金总份额。,"[(7,)]"
396,请查询在2021年度，600373股票涨停天数？   解释：（收盘价/昨日收盘价-1）》=9.8% 视作涨停,在2021年度，600373股票涨停天数是1天。,"[(1,)]"
397,我想知道在2020年，广发基金管理有限公司已发行的基金中，有多少只基金报告期期初基金总份额小于报告期期末基金总份额(使用每只基金当年最晚的定期报告数据计算)？,在2020年，广发基金管理有限公司已发行的基金中，有53只基金报告期期初基金总份额小于报告期期末基金总份额。,"[(53,)]"
398,在采购端，上海真兰仪表科技股份有限公司与中国科学院控股有限公司下属成都中科唯实仪器有限责任公司设立的公司是什么？公司持股多大比例？,N_A,N_A
399,报告期内，宁波立立电子股份有限公司硅抛光片产品2005年毛利率稍低的主要原因是什么？,N_A,N_A
400,宁波立立电子股份有限公司企业所得税的法定税率是多少？,N_A,N_A
401,报告期内，湖南国科微电子股份有限公司的主营业务收入主要来源于什么产品？,N_A,N_A
402,我想知道股票601086在申万行业分类下的二级行业是什么？用最新的数据。,根据最新数据，股票601086在申万行业分类下的二级行业是电器机械及器材制造业。,"[('一般零售',)]"
403,请帮我查询下，在2019年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2019年09月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是华宝中证科技龙头ETF，差额为4689000000.0份。,"[('华宝中证科技龙头ETF', 4689000000.0)]"
404,2008年度、2009年度深圳市铁汉生态环境股份有限公司园林绿化工程收入的增长率分别为多少？,N_A,N_A
405,请帮我计算，在20190114，中信行业分类划分的一级行业为建材行业中，涨跌幅最大股票的股票代码是？涨跌幅是多少？百分数保留两位小数。股票涨跌幅定义为：（收盘价 - 前一日收盘价 / 前一日收盘价）* 100%。,在20190114，中信行业分类划分的一级行业为建材行业中，涨跌幅最大股票的股票代码是002192，涨跌幅是6.08%。,"[('002192', 6.084656084656096)]"
406,请问在机械设备行业，20190508行业的A股公司有多少?,在机械设备行业，20190508行业的A股公司有536家。,"[(536,)]"
407,我想知道国寿安保基金管理有限公司在2020年成立了多少只管理费率小于0.8%的基金？,国寿安保基金管理有限公司在2020年成立了20只管理费率小于0.8%的基金。,"[(20,)]"
408,20200722日，一级行业为化工的股票的成交金额合计是多少？取整。,20200722日，一级行业为化工的股票的成交金额合计是66214354046元。,"[(66214354046.0,)]"
409,博时基金管理有限公司管理的债券型产品的数量有多少?,博时基金管理有限公司管理的债券型产品的数量是50只。,"[(50,)]"
410,请列出工银瑞信基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数。,工银瑞信基金管理有限公司在2019年成立并且托管人为平安银行股份有限公司的所有基金的基金托管费率的平均数是0.1%。,"[(0.1,)]"
411,20211229日，请给出工银瑞信消费行业股票A基金的管理人和累计单位净值。,20211229日，请给出工银瑞信消费行业股票A基金的管理人是工银瑞信基金管理有限公司，累计单位净值是1.493元。,"[('工银瑞信基金管理有限公司', 1.493)]"
412,20190318日，开盘价较上一交易日最高价高的股票有多少只？（如上一交易日没有某只股票，则不统计在内）,20190318日，开盘价较上一交易日最高价高的股票有516只。,"[(516,)]"
413,"请查询：2021年12月年报(含半年报),持有21昆山农商二级且是前10大重仓股的基金有几个？","请查询：2021年12月年报(含半年报),持有21昆山农商二级且是前10大重仓股的基金有2个。","[(2,)]"
414,"请帮我查询下，在20211117，申万行业分类里一级行业为商业贸易行业的所有股票里, 成交金额(元)最多的股票的代码是什么？成交金额是多少？","在20211117，申万行业分类里一级行业为商业贸易行业的所有股票里, 成交金额(元)最多的股票的代码是000829，成交金额是1027041215.0元。","[('000829', 1027041215.0)]"
415,嘉实基金管理有限公司管理的混合型产品的数量有多少?,嘉实基金管理有限公司管理的混合型产品的数量是38只。,"[(38,)]"
416,烟台杰瑞石油服务集团股份有限公司所属行业在产品销售和服务的地点上体现出怎样的区域性特征？,N_A,N_A
417,招商基金管理有限公司2019年成立了多少基金?,招商基金管理有限公司2019年成立了36只基金。,"[(36,)]"
418,江苏旷达汽车织物集团股份有限公司的营业收入主要包括哪些？,N_A,N_A
419,海富通稳健养老目标一年持有期混合(FOF)A基金在20210331的季报里，前三大持仓占比的债券名称是什么?,海富通稳健养老目标一年持有期混合(FOF)A基金在20210331的季报里，前三大持仓占比的债券名称是20国债10，20国债15和19国债03。,"[('20国债10',), ('20国债15',), ('19国债03',)]"
420,请列出汇添富基金管理股份有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数。,汇添富基金管理股份有限公司在2020年成立并且托管人为中国农业银行股份有限公司的所有基金的基金托管费率的平均数是0.15%。,"[(0.15,)]"
421,华达汽车科技股份有限公司的实际控制人是谁？截至本招股意向书签署日，公司实际控制人控制本公司多大比例的股份。,N_A,N_A
422,在2020年6月7日，使用中信行业分类标准，股票代码002162是属于哪个一级行业的?,在2020年6月7日，使用中信行业分类标准，股票代码002162属于建材一级行业。,"[('建材',)]"
423,常熟风范电力设备股份有限公司在国际市场上的主要合作伙伴有哪些？,N_A,N_A
424,读者出版传媒股份有限公司本次发行前各股东间的关联关系情况如何？,N_A,N_A
425,中国铁路通信信号股份有限公司本次上市选择的标准为预计市值不低于人民币多少？最近一年营业收入不低于人民币多少？,N_A,N_A
426,"在20211231的年报(含半年报)中，泰康长江经济带债券A基金的债券持仓,其持有最大仓位的债券类型是什么?","在20211231的年报(含半年报)中，泰康长江经济带债券A基金的债券持仓,其持有最大仓位的债券类型是金融债券。","[('金融债券',)]"
427,在2020年报中，方正富邦沪深300ETF基金第一大重仓股的代码和股票名称是什么？,在2020年报中，方正富邦沪深300ETF基金第一大重仓股的代码是600519，股票名称是贵州茅台。,"[('600519', '贵州茅台')]"
428,股票002648在20210803日期中的收盘价是多少?（小数点保留3位）,股票002648在20210803日期中的收盘价是39.950元。,"[(39.95,)]"
429,南方基金管理股份有限公司2020年成立了多少基金?,南方基金管理股份有限公司2020年成立了79只基金。,"[(79,)]"
430,烟台杰瑞石油服务集团股份有限公司的战略规划是什么？,N_A,N_A
431,"在20211231的年报(含半年报)中，广发资管乾利一年持有期债券A基金的债券持仓,其持有最大仓位的债券类型是什么?","在20211231的年报(含半年报)中，广发资管乾利一年持有期债券A基金的债券持仓,其持有最大仓位的债券类型是可转换债券。","[('可转换债券',)]"
432,请列出华宝基金管理有限公司在2019年成立并且托管人为中国民生银行股份有限公司的所有基金的基金托管费率的平均数。,华宝基金管理有限公司在2019年成立并且托管人为中国民生银行股份有限公司的所有基金的基金托管费率的平均数是0.1%。,"[(0.1,)]"
433,我想知道股票000060在申万行业分类下的二级行业是什么？用最新的数据。,根据最新数据，股票000060在申万行业分类下的二级行业是工业金属。,"[('工业金属',)]"
434,请帮我查询下，在2019年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是什么？差额有多少？保留两位小数。,在2019年03月的报告中，报告期基金总申购份额和报告期基金总赎回份额差额最大的一只基金的简称是华夏鼎略债券A，差额为4504188854.73份。,"[('华夏鼎略债券A', 4504188854.73)]"
